,generations,grammar,dataset,generation,accuracy,f1_score
419,30,delima,pathmnist,16,0.8706128398577372,0.868451992670695
420,30,delima,pathmnist,17,0.8706128398577372,0.868451992670695
421,30,delima,pathmnist,18,0.8706128398577372,0.868451992670695
422,30,delima,pathmnist,19,0.8706128398577372,0.868451992670695
423,30,delima,pathmnist,20,0.8706128398577372,0.868451992670695
424,30,delima,pathmnist,21,0.8706128398577372,0.868451992670695
425,30,delima,pathmnist,22,0.8706128398577372,0.868451992670695
426,30,delima,pathmnist,23,0.8706128398577372,0.868451992670695
427,30,delima,pathmnist,24,0.8706128398577372,0.868451992670695
428,30,delima,pathmnist,25,0.8706128398577372,0.868451992670695
429,30,delima,pathmnist,26,0.8706128398577372,0.868451992670695
430,30,delima,pathmnist,27,0.8706128398577372,0.868451992670695
431,30,delima,pathmnist,28,0.8706128398577372,0.868451992670695
432,30,delima,pathmnist,29,0.8706128398577372,0.868451992670695
433,30,delima,pathmnist,30,0.8706128398577372,0.868451992670695
434,60,diniz,mnist,0,0.9848333795865377,0.9846230745315552
435,60,diniz,mnist,1,0.9848333795865377,0.9846230745315552
436,60,diniz,mnist,2,0.9848333795865377,0.9846230745315552
437,60,diniz,mnist,3,0.9848333795865377,0.9846230745315552
438,60,diniz,mnist,4,0.9848333795865377,0.9846230745315552
439,60,diniz,mnist,5,0.9848333795865377,0.9846230745315552
440,60,diniz,mnist,6,0.9848333795865377,0.9846230745315552
441,60,diniz,mnist,7,0.9848333795865377,0.9846230745315552
442,60,diniz,mnist,8,0.9848333795865377,0.9846230745315552
443,60,diniz,mnist,9,0.9848333795865377,0.9846230745315552
444,60,diniz,mnist,10,0.9848333795865377,0.9846230745315552
445,60,diniz,mnist,11,0.9848333795865377,0.9846230745315552
446,60,diniz,mnist,12,0.9848333795865377,0.9846230745315552
447,60,diniz,mnist,13,0.9848333795865377,0.9846230745315552
448,60,diniz,mnist,14,0.9848333795865377,0.9846230745315552
449,60,diniz,mnist,15,0.9848333795865377,0.9846230745315552
450,60,diniz,mnist,16,0.9848333795865377,0.9846230745315552
451,60,diniz,mnist,17,0.9848333795865377,0.9846230745315552
452,60,diniz,mnist,18,0.9848333795865377,0.9846230745315552
453,60,diniz,mnist,19,0.9848333795865377,0.9846230745315552
454,60,diniz,mnist,20,0.9848333795865377,0.9846230745315552
455,60,diniz,mnist,21,0.9848333795865377,0.9846230745315552
456,60,diniz,mnist,22,0.9848333795865377,0.9846230745315552
457,60,diniz,mnist,23,0.9848333795865377,0.9846230745315552
458,60,diniz,mnist,24,0.9848333795865377,0.9846230745315552
459,60,diniz,mnist,25,0.9848333795865377,0.9846230745315552
460,60,diniz,mnist,26,0.9848333795865377,0.9846230745315552
461,60,diniz,mnist,27,0.9848333795865377,0.9846230745315552
462,60,diniz,mnist,28,0.9848333795865377,0.9846230745315552
463,60,diniz,mnist,29,0.9848333795865377,0.9846230745315552
464,60,diniz,mnist,30,0.9848333795865377,0.9846230745315552
465,60,diniz,mnist,31,0.9848333795865377,0.9846230745315552
466,60,diniz,mnist,32,0.9848333795865377,0.9846230745315552
467,60,diniz,mnist,33,0.9848333795865377,0.9846230745315552
468,60,diniz,mnist,34,0.9848333795865377,0.9846230745315552
469,60,diniz,mnist,35,0.9848333795865377,0.9846230745315552
470,60,diniz,mnist,36,0.9848333795865377,0.9846230745315552
471,60,diniz,mnist,37,0.9848333795865377,0.9846230745315552
472,60,diniz,mnist,38,0.9848333795865377,0.9846230745315552
473,60,diniz,mnist,39,0.9848333795865377,0.9846230745315552
474,60,diniz,mnist,40,0.9848333795865377,0.9846230745315552
475,60,diniz,mnist,41,0.9848333795865377,0.9846230745315552
476,60,diniz,mnist,42,0.9848333795865377,0.9846230745315552
477,60,diniz,mnist,43,0.9848333795865377,0.9846230745315552
478,60,diniz,mnist,44,0.9848333795865377,0.9846230745315552
479,60,diniz,mnist,45,0.9848333795865377,0.9846230745315552
480,60,diniz,mnist,46,0.9848333795865377,0.9846230745315552
481,60,diniz,mnist,47,0.9848333795865377,0.9846230745315552
482,60,diniz,mnist,48,0.9848333795865377,0.9846230745315552
483,60,diniz,mnist,49,0.9848333795865377,0.9846230745315552
484,60,diniz,mnist,50,0.9848333795865377,0.9846230745315552
485,60,diniz,mnist,51,0.9848333795865377,0.9846230745315552
486,60,diniz,mnist,52,0.9848333795865377,0.9846230745315552
487,60,diniz,mnist,53,0.9848333795865377,0.9846230745315552
488,60,diniz,mnist,54,0.9848333795865377,0.9846230745315552
489,60,diniz,mnist,55,0.9848333795865377,0.9846230745315552
490,60,diniz,mnist,56,0.9848333795865377,0.9846230745315552
491,60,diniz,mnist,57,0.9848333795865377,0.9846230745315552
492,60,diniz,mnist,58,0.9848333795865377,0.9846230745315552
493,60,diniz,mnist,59,0.9848333795865377,0.9846230745315552
494,60,diniz,mnist,60,0.9848333795865377,0.9846230745315552
495,60,delima,mnist,0,0.9825000564257304,0.9824972351392111
496,60,delima,mnist,1,0.9828333854675293,0.9824972351392111
497,60,delima,mnist,2,0.9833333889643351,0.9829696416854858
498,60,delima,mnist,3,0.9845000505447388,0.9841270446777344
499,60,delima,mnist,4,0.9855000575383505,0.9854497909545898
500,60,delima,mnist,5,0.9856667319933573,0.9854497909545898
501,60,delima,mnist,6,0.9856667319933573,0.9854497909545898
502,60,delima,mnist,7,0.9863333900769552,0.9861111640930176
503,60,delima,mnist,8,0.9863333900769552,0.9861111640930176
504,60,delima,mnist,9,0.9863333900769552,0.9863395094871521
505,60,delima,mnist,10,0.9863333900769552,0.9863395094871521
506,60,delima,mnist,11,0.9876667062441508,0.9872685670852661
507,60,delima,mnist,12,0.9876667062441508,0.9872685670852661
508,60,delima,mnist,13,0.9876667062441508,0.9872685670852661
509,60,delima,mnist,14,0.9876667062441508,0.9872685670852661
510,60,delima,mnist,15,0.9878333806991577,0.98759925365448
511,60,delima,mnist,16,0.9891667167345682,0.9887566566467285
512,60,delima,mnist,17,0.9891667167345682,0.9887566566467285
513,60,delima,mnist,18,0.9893333713213602,0.9889219999313354
514,60,delima,mnist,19,0.9893333713213602,0.9889219999313354
515,60,delima,mnist,20,0.9893333713213602,0.9889219999313354
516,60,delima,mnist,21,0.9893333713213602,0.9889219999313354
517,60,delima,mnist,22,0.9893333713213602,0.9889219999313354
518,60,delima,mnist,23,0.9893333713213602,0.9889219999313354
519,60,delima,mnist,24,0.9893333713213602,0.9889219999313354
520,60,delima,mnist,25,0.9893333713213602,0.9889219999313354
521,60,delima,mnist,26,0.9893333713213602,0.9889219999313354
522,60,delima,mnist,27,0.9893333713213602,0.9889219999313354
523,60,delima,mnist,28,0.9893333713213602,0.9889219999313354
524,60,delima,mnist,29,0.9893333713213602,0.9889219999313354
525,60,delima,mnist,30,0.9893333713213602,0.9889219999313354
526,60,delima,mnist,31,0.9893333713213602,0.9889219999313354
527,60,delima,mnist,32,0.9893333713213602,0.9889219999313354
528,60,delima,mnist,33,0.9893333713213602,0.9889219999313354
529,60,delima,mnist,34,0.9893333713213602,0.9889219999313354
530,60,delima,mnist,35,0.9893333713213602,0.9889219999313354
531,60,delima,mnist,36,0.9893333713213602,0.9889219999313354
532,60,delima,mnist,37,0.9893333713213602,0.9889219999313354
533,60,delima,mnist,38,0.9893333713213602,0.9889219999313354
534,60,delima,mnist,39,0.9893333713213602,0.9889219999313354
535,60,delima,mnist,40,0.9893333713213602,0.9889219999313354
536,60,delima,mnist,41,0.9893333713213602,0.9889219999313354
537,60,delima,mnist,42,0.9893333713213602,0.9889219999313354
538,60,delima,mnist,43,0.9893333713213602,0.9889219999313354
539,60,delima,mnist,44,0.9893333713213602,0.9889219999313354
540,60,delima,mnist,45,0.9893333713213602,0.9889219999313354
541,60,delima,mnist,46,0.9893333713213602,0.9889219999313354
542,60,delima,mnist,47,0.9893333713213602,0.9889219999313354
543,60,delima,mnist,48,0.9893333713213602,0.9889219999313354
544,60,delima,mnist,49,0.9893333713213602,0.9889219999313354
545,60,delima,mnist,50,0.9893333713213602,0.9889219999313354
546,60,delima,mnist,51,0.9893333713213602,0.9889219999313354
547,60,delima,mnist,52,0.9893333713213602,0.9889219999313354
548,60,delima,mnist,53,0.9893333713213602,0.9889219999313354
549,60,delima,mnist,54,0.9893333713213602,0.9889219999313354
550,60,delima,mnist,55,0.9893333713213602,0.9889219999313354
551,60,delima,mnist,56,0.9893333713213602,0.9889219999313354
552,60,delima,mnist,57,0.9893333713213602,0.9889219999313354
553,60,delima,mnist,58,0.9893333713213602,0.9889219999313354
554,60,delima,mnist,59,0.9893333713213602,0.9889219999313354
555,60,delima,mnist,60,0.9893333713213602,0.9889219999313354
556,60,diniz,cifar10,0,0.5891667008399963,0.5569979945818583
557,60,diniz,cifar10,1,0.5891667008399963,0.5569979945818583
558,60,diniz,cifar10,2,0.5891667008399963,0.5569979945818583
559,60,diniz,cifar10,3,0.5891667008399963,0.5569979945818583
560,60,diniz,cifar10,4,0.5891667008399963,0.5569979945818583
561,60,diniz,cifar10,5,0.5891667008399963,0.5569979945818583
562,60,diniz,cifar10,6,0.5891667008399963,0.5569979945818583
563,60,diniz,cifar10,7,0.5891667008399963,0.5569979945818583
564,60,diniz,cifar10,8,0.5891667008399963,0.5569979945818583
565,60,diniz,cifar10,9,0.5891667008399963,0.5569979945818583
566,60,diniz,cifar10,10,0.5891667008399963,0.5569979945818583
567,60,diniz,cifar10,11,0.5891667008399963,0.5569979945818583
568,60,diniz,cifar10,12,0.5891667008399963,0.5569979945818583
569,60,diniz,cifar10,13,0.5891667008399963,0.5569979945818583
570,60,diniz,cifar10,14,0.5891667008399963,0.5569979945818583
571,60,diniz,cifar10,15,0.5891667008399963,0.5569979945818583
572,60,diniz,cifar10,16,0.5891667008399963,0.5569979945818583
573,60,diniz,cifar10,17,0.5891667008399963,0.5569979945818583
574,60,diniz,cifar10,18,0.5891667008399963,0.5569979945818583
575,60,diniz,cifar10,19,0.5891667008399963,0.5569979945818583
576,60,diniz,cifar10,20,0.5891667008399963,0.5569979945818583
577,60,diniz,cifar10,21,0.5891667008399963,0.5569979945818583
578,60,diniz,cifar10,22,0.5891667008399963,0.5569979945818583
579,60,diniz,cifar10,23,0.5891667008399963,0.5569979945818583
580,60,diniz,cifar10,24,0.5891667008399963,0.5569979945818583
581,60,diniz,cifar10,25,0.5891667008399963,0.5569979945818583
582,60,diniz,cifar10,26,0.5891667008399963,0.5569979945818583
583,60,diniz,cifar10,27,0.5891667008399963,0.5569979945818583
584,60,diniz,cifar10,28,0.5891667008399963,0.5569979945818583
585,60,diniz,cifar10,29,0.5891667008399963,0.5569979945818583
586,60,diniz,cifar10,30,0.5891667008399963,0.5569979945818583
587,60,diniz,cifar10,31,0.5891667008399963,0.5569979945818583
588,60,diniz,cifar10,32,0.5891667008399963,0.5569979945818583
589,60,diniz,cifar10,33,0.5891667008399963,0.5569979945818583
590,60,diniz,cifar10,34,0.5891667008399963,0.5569979945818583
591,60,diniz,cifar10,35,0.5891667008399963,0.5569979945818583
592,60,diniz,cifar10,36,0.5891667008399963,0.5569979945818583
593,60,diniz,cifar10,37,0.5891667008399963,0.5569979945818583
594,60,diniz,cifar10,38,0.5891667008399963,0.5569979945818583
595,60,diniz,cifar10,39,0.5891667008399963,0.5569979945818583
596,60,diniz,cifar10,40,0.5891667008399963,0.5569979945818583
597,60,diniz,cifar10,41,0.5891667008399963,0.5569979945818583
598,60,diniz,cifar10,42,0.5891667008399963,0.5569979945818583
599,60,diniz,cifar10,43,0.5891667008399963,0.5569979945818583
600,60,diniz,cifar10,44,0.5891667008399963,0.5569979945818583
601,60,diniz,cifar10,45,0.5891667008399963,0.5569979945818583
602,60,diniz,cifar10,46,0.5891667008399963,0.5569979945818583
603,60,diniz,cifar10,47,0.5891667008399963,0.5569979945818583
604,60,diniz,cifar10,48,0.5891667008399963,0.5569979945818583
605,60,diniz,cifar10,49,0.5891667008399963,0.5569979945818583
606,60,diniz,cifar10,50,0.5891667008399963,0.5569979945818583
607,60,diniz,cifar10,51,0.5891667008399963,0.5569979945818583
608,60,diniz,cifar10,52,0.5891667008399963,0.5569979945818583
609,60,diniz,cifar10,53,0.5891667008399963,0.5569979945818583
610,60,diniz,cifar10,54,0.5891667008399963,0.5569979945818583
611,60,diniz,cifar10,55,0.5891667008399963,0.5569979945818583
612,60,diniz,cifar10,56,0.5891667008399963,0.5569979945818583
613,60,diniz,cifar10,57,0.5891667008399963,0.5569979945818583
614,60,diniz,cifar10,58,0.5891667008399963,0.5569979945818583
615,60,diniz,cifar10,59,0.5891667008399963,0.5569979945818583
616,60,diniz,cifar10,60,0.5891667008399963,0.5569979945818583
617,60,diniz,eurosat,0,0.7280864119529724,0.7277952829996744
618,60,diniz,eurosat,1,0.7280864119529724,0.7277952829996744
619,60,diniz,eurosat,2,0.7280864119529724,0.7277952829996744
620,60,diniz,eurosat,3,0.7280864119529724,0.7277952829996744
621,60,diniz,eurosat,4,0.7280864119529724,0.7277952829996744
622,60,diniz,eurosat,5,0.7280864119529724,0.7277952829996744
623,60,diniz,eurosat,6,0.7280864119529724,0.7277952829996744
624,60,diniz,eurosat,7,0.7280864119529724,0.7277952829996744
625,60,diniz,eurosat,8,0.7280864119529724,0.7277952829996744
626,60,diniz,eurosat,9,0.7280864119529724,0.7277952829996744
627,60,diniz,eurosat,10,0.7280864119529724,0.7277952829996744
628,60,diniz,eurosat,11,0.7280864119529724,0.7277952829996744
629,60,diniz,eurosat,12,0.7280864119529724,0.7277952829996744
630,60,diniz,eurosat,13,0.7280864119529724,0.7277952829996744
631,60,diniz,eurosat,14,0.7280864119529724,0.7277952829996744
632,60,diniz,eurosat,15,0.7280864119529724,0.7277952829996744
633,60,diniz,eurosat,16,0.7280864119529724,0.7277952829996744
634,60,diniz,eurosat,17,0.7280864119529724,0.7277952829996744
635,60,diniz,eurosat,18,0.7280864119529724,0.7277952829996744
636,60,diniz,eurosat,19,0.7280864119529724,0.7277952829996744
637,60,diniz,eurosat,20,0.7280864119529724,0.7277952829996744
638,60,diniz,eurosat,21,0.7280864119529724,0.7277952829996744
639,60,diniz,eurosat,22,0.7280864119529724,0.7277952829996744
640,60,diniz,eurosat,23,0.7280864119529724,0.7277952829996744
641,60,diniz,eurosat,24,0.7280864119529724,0.7277952829996744
642,60,diniz,eurosat,25,0.7280864119529724,0.7277952829996744
643,60,diniz,eurosat,26,0.7280864119529724,0.7277952829996744
644,60,diniz,eurosat,27,0.7280864119529724,0.7277952829996744
645,60,diniz,eurosat,28,0.7280864119529724,0.7277952829996744
646,60,diniz,eurosat,29,0.7280864119529724,0.7277952829996744
647,60,diniz,eurosat,30,0.7280864119529724,0.7277952829996744
648,60,diniz,eurosat,31,0.7280864119529724,0.7277952829996744
649,60,diniz,eurosat,32,0.7280864119529724,0.7277952829996744
650,60,diniz,eurosat,33,0.7280864119529724,0.7277952829996744
651,60,diniz,eurosat,34,0.7280864119529724,0.7277952829996744
652,60,diniz,eurosat,35,0.7280864119529724,0.7277952829996744
653,60,diniz,eurosat,36,0.7280864119529724,0.7277952829996744
654,60,diniz,eurosat,37,0.7280864119529724,0.7277952829996744
655,60,diniz,eurosat,38,0.7280864119529724,0.7277952829996744
656,60,diniz,eurosat,39,0.7280864119529724,0.7277952829996744
657,60,diniz,eurosat,40,0.7280864119529724,0.7277952829996744
658,60,diniz,eurosat,41,0.7280864119529724,0.7277952829996744
659,60,diniz,eurosat,42,0.7280864119529724,0.7277952829996744
660,60,diniz,eurosat,43,0.7280864119529724,0.7277952829996744
661,60,diniz,eurosat,44,0.7280864119529724,0.7277952829996744
662,60,diniz,eurosat,45,0.7280864119529724,0.7277952829996744
663,60,diniz,eurosat,46,0.7280864119529724,0.7277952829996744
664,60,diniz,eurosat,47,0.7280864119529724,0.7277952829996744
665,60,diniz,eurosat,48,0.7280864119529724,0.7277952829996744
666,60,diniz,eurosat,49,0.7280864119529724,0.7277952829996744
667,60,diniz,eurosat,50,0.7280864119529724,0.7277952829996744
668,60,diniz,eurosat,51,0.7280864119529724,0.7277952829996744
669,60,diniz,eurosat,52,0.7280864119529724,0.7277952829996744
670,60,diniz,eurosat,53,0.7280864119529724,0.7277952829996744
671,60,diniz,eurosat,54,0.7280864119529724,0.7277952829996744
672,60,diniz,eurosat,55,0.7280864119529724,0.7277952829996744
673,60,diniz,eurosat,56,0.7280864119529724,0.7277952829996744
674,60,diniz,eurosat,57,0.7280864119529724,0.7277952829996744
675,60,diniz,eurosat,58,0.7280864119529724,0.7277952829996744
676,60,diniz,eurosat,59,0.7280864119529724,0.7277952829996744
677,60,diniz,eurosat,60,0.7280864119529724,0.7277952829996744
678,60,diniz,kmnist,0,0.9531667033831278,0.953562060991923
679,60,diniz,kmnist,1,0.9531667033831278,0.953562060991923
680,60,diniz,kmnist,2,0.9531667033831278,0.953562060991923
681,60,diniz,kmnist,3,0.9531667033831278,0.953562060991923
682,60,diniz,kmnist,4,0.9531667033831278,0.953562060991923
683,60,diniz,kmnist,5,0.9531667033831278,0.953562060991923
684,60,diniz,kmnist,6,0.9531667033831278,0.953562060991923
685,60,diniz,kmnist,7,0.9531667033831278,0.953562060991923
686,60,diniz,kmnist,8,0.9531667033831278,0.953562060991923
687,60,diniz,kmnist,9,0.9531667033831278,0.953562060991923
688,60,diniz,kmnist,10,0.9531667033831278,0.953562060991923
689,60,diniz,kmnist,11,0.9531667033831278,0.953562060991923
690,60,diniz,kmnist,12,0.9531667033831278,0.953562060991923
691,60,diniz,kmnist,13,0.9531667033831278,0.953562060991923
692,60,diniz,kmnist,14,0.9531667033831278,0.953562060991923
693,60,diniz,kmnist,15,0.9531667033831278,0.953562060991923
694,60,diniz,kmnist,16,0.9531667033831278,0.953562060991923
695,60,diniz,kmnist,17,0.9531667033831278,0.953562060991923
696,60,diniz,kmnist,18,0.9531667033831278,0.953562060991923
697,60,diniz,kmnist,19,0.9531667033831278,0.953562060991923
698,60,diniz,kmnist,20,0.9531667033831278,0.953562060991923
699,60,diniz,kmnist,21,0.9531667033831278,0.953562060991923
700,60,diniz,kmnist,22,0.9531667033831278,0.953562060991923
701,60,diniz,kmnist,23,0.9531667033831278,0.953562060991923
702,60,diniz,kmnist,24,0.9531667033831278,0.953562060991923
703,60,diniz,kmnist,25,0.9531667033831278,0.953562060991923
704,60,diniz,kmnist,26,0.9531667033831278,0.953562060991923
705,60,diniz,kmnist,27,0.9531667033831278,0.953562060991923
706,60,diniz,kmnist,28,0.9531667033831278,0.953562060991923
707,60,diniz,kmnist,29,0.9531667033831278,0.953562060991923
708,60,diniz,kmnist,30,0.9531667033831278,0.953562060991923
709,60,diniz,kmnist,31,0.9531667033831278,0.953562060991923
710,60,diniz,kmnist,32,0.9531667033831278,0.953562060991923
711,60,diniz,kmnist,33,0.9531667033831278,0.953562060991923
712,60,diniz,kmnist,34,0.9531667033831278,0.953562060991923
713,60,diniz,kmnist,35,0.9531667033831278,0.953562060991923
714,60,diniz,kmnist,36,0.9531667033831278,0.953562060991923
715,60,diniz,kmnist,37,0.9531667033831278,0.953562060991923
716,60,diniz,kmnist,38,0.9531667033831278,0.953562060991923
717,60,diniz,kmnist,39,0.9531667033831278,0.953562060991923
718,60,diniz,kmnist,40,0.9531667033831278,0.953562060991923
719,60,diniz,kmnist,41,0.9531667033831278,0.953562060991923
720,60,diniz,kmnist,42,0.9531667033831278,0.953562060991923
721,60,diniz,kmnist,43,0.9531667033831278,0.953562060991923
722,60,diniz,kmnist,44,0.9531667033831278,0.953562060991923
723,60,diniz,kmnist,45,0.9531667033831278,0.953562060991923
724,60,diniz,kmnist,46,0.9531667033831278,0.953562060991923
725,60,diniz,kmnist,47,0.9531667033831278,0.953562060991923
726,60,diniz,kmnist,48,0.9531667033831278,0.953562060991923
727,60,diniz,kmnist,49,0.9531667033831278,0.953562060991923
728,60,diniz,kmnist,50,0.9531667033831278,0.953562060991923
729,60,diniz,kmnist,51,0.9531667033831278,0.953562060991923
730,60,diniz,kmnist,52,0.9531667033831278,0.953562060991923
731,60,diniz,kmnist,53,0.9531667033831278,0.953562060991923
732,60,diniz,kmnist,54,0.9531667033831278,0.953562060991923
733,60,diniz,kmnist,55,0.9531667033831278,0.953562060991923
734,60,diniz,kmnist,56,0.9531667033831278,0.953562060991923
735,60,diniz,kmnist,57,0.9531667033831278,0.953562060991923
736,60,diniz,kmnist,58,0.9531667033831278,0.953562060991923
737,60,diniz,kmnist,59,0.9531667033831278,0.953562060991923
738,60,diniz,kmnist,60,0.9531667033831278,0.953562060991923
739,60,cec21,mnist,0,0.9956666628519694,0.9957010746002197
740,60,cec21,mnist,1,0.9961667060852051,0.9961735407511393
741,60,cec21,mnist,2,0.9961667060852051,0.9961735407511393
742,60,cec21,mnist,3,0.9961667060852051,0.9961735407511393
743,60,cec21,mnist,4,0.996666669845581,0.9968558549880981
744,60,cec21,mnist,5,0.996666669845581,0.9968558549880981
745,60,cec21,mnist,6,0.996666669845581,0.9968558549880981
746,60,cec21,mnist,7,0.996666669845581,0.9968558549880981
747,60,cec21,mnist,8,0.996666669845581,0.9968558549880981
748,60,cec21,mnist,9,0.996666669845581,0.9968558549880981
749,60,cec21,mnist,10,0.996666669845581,0.9968558549880981
750,60,cec21,mnist,11,0.996666669845581,0.9968558549880981
751,60,cec21,mnist,12,0.996666669845581,0.9968558549880981
752,60,cec21,mnist,13,0.996666669845581,0.9968558549880981
753,60,cec21,mnist,14,0.996666669845581,0.9968558549880981
754,60,cec21,mnist,15,0.996666669845581,0.9968558549880981
755,60,cec21,mnist,16,0.996666669845581,0.9968558549880981
756,60,cec21,mnist,17,0.996666669845581,0.9968558549880981
757,60,cec21,mnist,18,0.996666669845581,0.9968558549880981
758,60,cec21,mnist,19,0.996666669845581,0.9968558549880981
759,60,cec21,mnist,20,0.996666669845581,0.9968558549880981
760,60,cec21,mnist,21,0.996666669845581,0.9968558549880981
761,60,cec21,mnist,22,0.996666669845581,0.9968558549880981
762,60,cec21,mnist,23,0.996666669845581,0.9968558549880981
763,60,cec21,mnist,24,0.996666669845581,0.9968558549880981
764,60,cec21,mnist,25,0.996666669845581,0.9968558549880981
765,60,cec21,mnist,26,0.996666669845581,0.9968558549880981
766,60,cec21,mnist,27,0.996666669845581,0.9968558549880981
767,60,cec21,mnist,28,0.996666669845581,0.9968558549880981
768,60,cec21,mnist,29,0.996666669845581,0.9968558549880981
769,60,cec21,mnist,30,0.996666669845581,0.9968558549880981
770,60,cec21,mnist,31,0.996666669845581,0.9968558549880981
771,60,cec21,mnist,32,0.996666669845581,0.9968558549880981
772,60,cec21,mnist,33,0.996666669845581,0.9968558549880981
773,60,cec21,mnist,34,0.996666669845581,0.9968558549880981
774,60,cec21,mnist,35,0.996666669845581,0.9968558549880981
775,60,cec21,mnist,36,0.996666669845581,0.9968558549880981
776,60,cec21,mnist,37,0.996666669845581,0.9968558549880981
777,60,cec21,mnist,38,0.996666669845581,0.9968558549880981
778,60,cec21,mnist,39,0.996666669845581,0.9968558549880981
779,60,cec21,mnist,40,0.996666669845581,0.9968558549880981
780,60,cec21,mnist,41,0.996666669845581,0.9968558549880981
781,60,cec21,mnist,42,0.996666669845581,0.9968558549880981
782,60,cec21,mnist,43,0.996666669845581,0.9968558549880981
783,60,cec21,mnist,44,0.996666669845581,0.9968558549880981
784,60,cec21,mnist,45,0.996666669845581,0.9968558549880981
785,60,cec21,mnist,46,0.996666669845581,0.9968558549880981
786,60,cec21,mnist,47,0.996666669845581,0.9968558549880981
787,60,cec21,mnist,48,0.996666669845581,0.9968558549880981
788,60,cec21,mnist,49,0.996666669845581,0.9968558549880981
789,60,cec21,mnist,50,0.996666669845581,0.9968558549880981
790,60,cec21,mnist,51,0.996666669845581,0.9968558549880981
791,60,cec21,mnist,52,0.996666669845581,0.9968558549880981
792,60,cec21,mnist,53,0.996666669845581,0.9968558549880981
793,60,cec21,mnist,54,0.996666669845581,0.9968558549880981
794,60,cec21,mnist,55,0.996666669845581,0.9968558549880981
795,60,cec21,mnist,56,0.996666669845581,0.9968558549880981
796,60,cec21,mnist,57,0.996666669845581,0.9968558549880981
797,60,cec21,mnist,58,0.996666669845581,0.9968558549880981
798,60,cec21,mnist,59,0.996666669845581,0.9968558549880981
799,60,cec21,mnist,60,0.996666669845581,0.9968558549880981
800,30,cec21,mnist,0,0.9960000117619833,0.9961078763008118
801,30,cec21,mnist,1,0.9960000117619833,0.9961078763008118
802,30,cec21,mnist,2,0.9960000117619833,0.9961078763008118
803,30,cec21,mnist,3,0.9961666862169901,0.9961971044540405
804,30,cec21,mnist,4,0.9961666862169901,0.9961971044540405
805,30,cec21,mnist,5,0.9961666862169901,0.9961971044540405
806,30,cec21,mnist,6,0.9961666862169901,0.9961971044540405
807,30,cec21,mnist,7,0.9961666862169901,0.9961971044540405
808,30,cec21,mnist,8,0.9961666862169901,0.9961971044540405
809,30,cec21,mnist,9,0.9965000152587891,0.9965277910232544
810,30,cec21,mnist,10,0.9965000152587891,0.9965277910232544
811,30,cec21,mnist,11,0.996833344300588,0.9969398379325867
812,30,cec21,mnist,12,0.996833344300588,0.9969398379325867
813,30,cec21,mnist,13,0.996833344300588,0.9969398379325867
814,30,cec21,mnist,14,0.996833344300588,0.9969398379325867
815,30,cec21,mnist,15,0.996833344300588,0.9969398379325867
816,30,cec21,mnist,16,0.996833344300588,0.9969398379325867
817,30,cec21,mnist,17,0.996833344300588,0.9969398379325867
818,30,cec21,mnist,18,0.996833344300588,0.9969398379325867
819,30,cec21,mnist,19,0.996833344300588,0.9969398379325867
820,30,cec21,mnist,20,0.996833344300588,0.9969398379325867
821,30,cec21,mnist,21,0.996833344300588,0.9969398379325867
822,30,cec21,mnist,22,0.996833344300588,0.9969398379325867
823,30,cec21,mnist,23,0.996833344300588,0.9969398379325867
824,30,cec21,mnist,24,0.996833344300588,0.9969398379325867
825,30,cec21,mnist,25,0.996833344300588,0.9969398379325867
826,30,cec21,mnist,26,0.996833344300588,0.9969398379325867
827,30,cec21,mnist,27,0.996833344300588,0.9969398379325867
828,30,cec21,mnist,28,0.996833344300588,0.9969398379325867
829,30,cec21,mnist,29,0.996833344300588,0.9969398379325867
830,30,cec21,mnist,30,0.996833344300588,0.9969398379325867
831,60,cec21,cifar10,0,0.8523333271344503,0.8538154164950053
832,60,cec21,cifar10,1,0.8523333271344503,0.8538154164950053
833,60,cec21,cifar10,2,0.8523333271344503,0.8538154164950053
834,60,cec21,cifar10,3,0.8576666514078776,0.8606153925259908
835,60,cec21,cifar10,4,0.8576666514078776,0.8606153925259908
836,60,cec21,cifar10,5,0.8613333304723104,0.862889568010966
837,60,cec21,cifar10,6,0.8613333304723104,0.862889568010966
838,60,cec21,cifar10,7,0.8613333304723104,0.862889568010966
839,60,cec21,cifar10,8,0.8741666674613953,0.8769135077794393
840,60,cec21,cifar10,9,0.8741666674613953,0.8769135077794393
841,60,cec21,cifar10,10,0.8741666674613953,0.8769135077794393
842,60,cec21,cifar10,11,0.8741666674613953,0.8769135077794393
843,60,cec21,cifar10,12,0.8741666674613953,0.8769135077794393
844,60,cec21,cifar10,13,0.8741666674613953,0.8769135077794393
845,60,cec21,cifar10,14,0.8741666674613953,0.8769135077794393
846,60,cec21,cifar10,15,0.8741666674613953,0.8769135077794393
847,60,cec21,cifar10,16,0.8741666674613953,0.8769135077794393
848,60,cec21,cifar10,17,0.8741666674613953,0.8769135077794393
849,60,cec21,cifar10,18,0.8741666674613953,0.8769135077794393
850,60,cec21,cifar10,19,0.8741666674613953,0.8769135077794393
851,60,cec21,cifar10,20,0.8741666674613953,0.8769135077794393
852,60,cec21,cifar10,21,0.8741666674613953,0.8769135077794393
853,60,cec21,cifar10,22,0.8741666674613953,0.8769135077794393
854,60,cec21,cifar10,23,0.8741666674613953,0.8769135077794393
